орон+pos+N+deriv+nmlz+num+sg+case+nom	ором^мул
сурук+pos+N+deriv+nmlz2+num+sg+case+abl	сурук^таҥ^тан
сурук+pos+N+deriv+nmlz2+num+sg+case+acc	сурук^таҥ^ы
сурук+pos+N+deriv+nmlz2+num+sg+case+ins	сурук^таҥ^ынан
сурук+pos+N+deriv+nmlz2+num+sg+case+nom+poss+2pl	сурук^таҥ^гыт
сурук+pos+N+deriv+nmlz2+num+sg+case+nom+poss+3sg	сурук^таҥ^а
сурук+pos+N+deriv+nmlz2+num+sg+case+nom+poss+1pl	сурук^таҥ^мыт
сурук+pos+N+deriv+nmlz2+num+sg+case+nom+poss+3pl	сурук^таҥ^нара
сурук+pos+N+deriv+nmlz2+num+sg+case+nom+poss+2sg	сурук^таҥ^ыҥ
сурук+pos+N+deriv+nmlz2+num+sg+case+nom+poss+1sg	сурук^таҥ^ым
сурук+pos+N+deriv+nmlz2+num+pl+case+nom	сурук^таҥ^нар
сурук+pos+N+deriv+nmlz2+num+pl+case+dat	сурук^таҥ^нар^га
сурук+pos+N+deriv+nmlz2+num+pl+case+acc	сурук^таҥ^нар^ы
сурук+pos+N+deriv+nmlz2+num+pl+case+ins	сурук^таҥ^нар^ынан
сурук+pos+N+deriv+nmlz2+num+pl+case+nom+poss+2pl	сурук^таҥ^нар^гыт
сурук+pos+N+deriv+nmlz2+num+pl+case+nom+poss+1pl	сурук^таҥ^нар^быт
сурук+pos+N+deriv+nmlz2+num+pl+case+nom+poss+3sg	сурук^таҥ^нар^а
сурук+pos+N+deriv+nmlz2+num+pl+case+nom+poss+2sg	сурук^таҥ^нар^ыҥ
сурук+pos+N+deriv+nmlz2+num+pl+case+nom+poss+1sg	сурук^таҥ^нар^ым
сурук+pos+N+deriv+nmlz2+num+pl+case+com	сурук^таҥ^нар^дыын
сурук+pos+N+deriv+nmlz2+num+pl+case+cmpr	сурук^таҥ^нар^дааҕар
сурук+pos+N+deriv+nmlz2+num+pl+case+part	сурук^таҥ^нар^да
сурук+pos+N+deriv+nmlz2+num+pl+case+abl	сурук^таҥ^нар^дан
сурук+pos+N+deriv+nmlz2+num+pl+case+nom+poss+3pl	сурук^таҥ^нара
сурук+pos+N+deriv+vblz3+pos+V	сурук^.drv.vblz3.ар
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+3	сурук^.drv.vblz3.ар^аахд^ыыр
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd	сурук^.drv.vblz3.ар^аахтаа
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	сурук^.drv.vblz3.ар^аахтаа^бап^пыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	сурук^.drv.vblz3.ар^аахтаа^бап^пын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	сурук^.drv.vblz3.ар^аахтаа^бак^кыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	сурук^.drv.vblz3.ар^аахтаа^бак^кын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	сурук^.drv.vblz3.ар^аахтаа^бат
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	сурук^.drv.vblz3.ар^аахтаа^бат^тар
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+1	сурук^.drv.vblz3.ар^аахтаа^ыы^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+1	сурук^.drv.vblz3.ар^аахтаа^ыы^бын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+2	сурук^.drv.vblz3.ар^аахтаа^ыы^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+2	сурук^.drv.vblz3.ар^аахтаа^ыы^гын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+3	сурук^.drv.vblz3.ар^аахтаа^ыыл^лар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom	сурук^.drv.vblz3.ар^ааччы
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom	сурук^.drv.vblz3.ар^ааччы^лар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+dat	сурук^.drv.vblz3.ар^ааччы^лар^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+acc	сурук^.drv.vblz3.ар^ааччы^лар^ы
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+ins	сурук^.drv.vblz3.ар^ааччы^лар^ынан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	сурук^.drv.vblz3.ар^ааччы^лар^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	сурук^.drv.vblz3.ар^ааччы^лар^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	сурук^.drv.vblz3.ар^ааччы^лар^а
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	сурук^.drv.vblz3.ар^ааччы^лар^ыҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	сурук^.drv.vblz3.ар^ааччы^лар^ым
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+com	сурук^.drv.vblz3.ар^ааччы^лар^дыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+cmpr	сурук^.drv.vblz3.ар^ааччы^лар^дааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+part	сурук^.drv.vblz3.ар^ааччы^лар^да
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+abl	сурук^.drv.vblz3.ар^ааччы^лар^дан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	сурук^.drv.vblz3.ар^ааччы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+com	сурук^.drv.vblz3.ар^ааччы^лыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+ins	сурук^.drv.vblz3.ар^ааччы^нан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+acc	сурук^.drv.vblz3.ар^ааччы^ны
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+dat	сурук^.drv.vblz3.ар^ааччы^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+abl	сурук^.drv.vblz3.ар^ааччы^ттан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+cmpr	сурук^.drv.vblz3.ар^ааччы^тааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+part	сурук^.drv.vblz3.ар^ааччы^та
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	сурук^.drv.vblz3.ар^ааччы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	сурук^.drv.vblz3.ар^ааччы^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	сурук^.drv.vblz3.ар^ааччы^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	сурук^.drv.vblz3.ар^ааччы^ҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	сурук^.drv.vblz3.ар^ааччы^м
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	сурук^.drv.vblz3.ар^ааччы^та
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom	сурук^.drv.vblz3.ар^ыы
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom	сурук^.drv.vblz3.ар^ыы^лар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+dat	сурук^.drv.vblz3.ар^ыы^лар^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+acc	сурук^.drv.vblz3.ар^ыы^лар^ы
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+ins	сурук^.drv.vblz3.ар^ыы^лар^ынан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	сурук^.drv.vblz3.ар^ыы^лар^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	сурук^.drv.vblz3.ар^ыы^лар^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	сурук^.drv.vblz3.ар^ыы^лар^а
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	сурук^.drv.vblz3.ар^ыы^лар^ыҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	сурук^.drv.vblz3.ар^ыы^лар^ым
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+com	сурук^.drv.vblz3.ар^ыы^лар^дыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+cmpr	сурук^.drv.vblz3.ар^ыы^лар^дааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+part	сурук^.drv.vblz3.ар^ыы^лар^да
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+abl	сурук^.drv.vblz3.ар^ыы^лар^дан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3pl	сурук^.drv.vblz3.ар^ыы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+com	сурук^.drv.vblz3.ар^ыы^лыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+ins	сурук^.drv.vblz3.ар^ыы^нан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+acc	сурук^.drv.vblz3.ар^ыы^ны
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+dat	сурук^.drv.vblz3.ар^ыы^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+abl	сурук^.drv.vblz3.ар^ыы^ттан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+cmpr	сурук^.drv.vblz3.ар^ыы^тааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+part	сурук^.drv.vblz3.ар^ыы^та
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3pl	сурук^.drv.vblz3.ар^ыы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2pl	сурук^.drv.vblz3.ар^ыы^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1pl	сурук^.drv.vblz3.ар^ыы^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2sg	сурук^.drv.vblz3.ар^ыы^ҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	сурук^.drv.vblz3.ар^ыы^м
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	сурук^.drv.vblz3.ар^ыы^та
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+1	сурук^.drv.vblz3.ар^бап^пыт
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+1	сурук^.drv.vblz3.ар^бап^пын
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+2	сурук^.drv.vblz3.ар^бак^кыт
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+2	сурук^.drv.vblz3.ар^бак^кын
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+3	сурук^.drv.vblz3.ар^бат
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+3	сурук^.drv.vblz3.ар^бат^тар
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+3	сурук^.drv.vblz3.ар^ал^лар
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+1	сурук^.drv.vblz3.ар^а^быт
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+1	сурук^.drv.vblz3.ар^а^бын
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+num+pl+pers+2	сурук^.drv.vblz3.ар^а^ҕыт
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+2	сурук^.drv.vblz3.ар^а^ҕын
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+num+sg+pers+3	сурук^.drv.vblz3.ар^ар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+1pl	сурук^.drv.vblz3.ар^дьым^мыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom	сурук^.drv.vblz3.ар^дьын
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+com	сурук^.drv.vblz3.ар^дьын^ныын
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+dat	сурук^.drv.vblz3.ар^дьын^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+cmpr	сурук^.drv.vblz3.ар^дьын^тааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+part	сурук^.drv.vblz3.ар^дьын^та
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+abl	сурук^.drv.vblz3.ар^дьын^тан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+acc	сурук^.drv.vblz3.ар^дьын^ы
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+ins	сурук^.drv.vblz3.ар^дьын^ынан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+2pl	сурук^.drv.vblz3.ар^дьын^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+3sg	сурук^.drv.vblz3.ар^дьын^а
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+3pl	сурук^.drv.vblz3.ар^дьын^нара
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+2sg	сурук^.drv.vblz3.ар^дьын^ыҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+sg+case+nom+poss+1sg	сурук^.drv.vblz3.ар^дьын^ым
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom	сурук^.drv.vblz3.ар^дьын^нар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+dat	сурук^.drv.vblz3.ар^дьын^нар^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+acc	сурук^.drv.vblz3.ар^дьын^нар^ы
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+ins	сурук^.drv.vblz3.ар^дьын^нар^ынан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+2pl	сурук^.drv.vblz3.ар^дьын^нар^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1pl	сурук^.drv.vblz3.ар^дьын^нар^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3sg	сурук^.drv.vblz3.ар^дьын^нар^а
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+2sg	сурук^.drv.vblz3.ар^дьын^нар^ыҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+1sg	сурук^.drv.vblz3.ар^дьын^нар^ым
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+com	сурук^.drv.vblz3.ар^дьын^нар^дыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+cmpr	сурук^.drv.vblz3.ар^дьын^нар^дааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+part	сурук^.drv.vblz3.ар^дьын^нар^да
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+abl	сурук^.drv.vblz3.ар^дьын^нар^дан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb2+num+pl+case+nom+poss+3pl	сурук^.drv.vblz3.ар^дьын^нара
сурук+pos+N+deriv+vblz3+pos+V	сурук^.drv.vblz3.аар
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+3	сурук^.drv.vblz3.аар^аахд^ыыр
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd	сурук^.drv.vblz3.аар^аахтаа
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	сурук^.drv.vblz3.аар^аахтаа^бап^пыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	сурук^.drv.vblz3.аар^аахтаа^бап^пын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	сурук^.drv.vblz3.аар^аахтаа^бак^кыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	сурук^.drv.vblz3.аар^аахтаа^бак^кын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	сурук^.drv.vblz3.аар^аахтаа^бат
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	сурук^.drv.vblz3.аар^аахтаа^бат^тар
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+1	сурук^.drv.vblz3.аар^аахтаа^ыы^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+1	сурук^.drv.vblz3.аар^аахтаа^ыы^бын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+2	сурук^.drv.vblz3.аар^аахтаа^ыы^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+sg+pers+2	сурук^.drv.vblz3.аар^аахтаа^ыы^гын
сурук+pos+N+deriv+vblz3+pos+V+deriv+attd+tense+pres+num+pl+pers+3	сурук^.drv.vblz3.аар^аахтаа^ыыл^лар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom	сурук^.drv.vblz3.аар^ааччы
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom	сурук^.drv.vblz3.аар^ааччы^лар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+dat	сурук^.drv.vblz3.аар^ааччы^лар^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+acc	сурук^.drv.vblz3.аар^ааччы^лар^ы
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+ins	сурук^.drv.vblz3.аар^ааччы^лар^ынан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	сурук^.drv.vblz3.аар^ааччы^лар^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	сурук^.drv.vblz3.аар^ааччы^лар^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	сурук^.drv.vblz3.аар^ааччы^лар^а
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	сурук^.drv.vblz3.аар^ааччы^лар^ыҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	сурук^.drv.vblz3.аар^ааччы^лар^ым
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+com	сурук^.drv.vblz3.аар^ааччы^лар^дыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+cmpr	сурук^.drv.vblz3.аар^ааччы^лар^дааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+part	сурук^.drv.vblz3.аар^ааччы^лар^да
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+abl	сурук^.drv.vblz3.аар^ааччы^лар^дан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	сурук^.drv.vblz3.аар^ааччы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+com	сурук^.drv.vblz3.аар^ааччы^лыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+ins	сурук^.drv.vblz3.аар^ааччы^нан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+acc	сурук^.drv.vblz3.аар^ааччы^ны
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+dat	сурук^.drv.vblz3.аар^ааччы^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+abl	сурук^.drv.vblz3.аар^ааччы^ттан
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+cmpr	сурук^.drv.vblz3.аар^ааччы^тааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+part	сурук^.drv.vblz3.аар^ааччы^та
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	сурук^.drv.vblz3.аар^ааччы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	сурук^.drv.vblz3.аар^ааччы^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	сурук^.drv.vblz3.аар^ааччы^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	сурук^.drv.vblz3.аар^ааччы^ҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	сурук^.drv.vblz3.аар^ааччы^м
сурук+pos+N+deriv+vblz3+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	сурук^.drv.vblz3.аар^ааччы^та
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom	сурук^.drv.vblz3.аар^ыы
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom	сурук^.drv.vblz3.аар^ыы^лар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+dat	сурук^.drv.vblz3.аар^ыы^лар^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+acc	сурук^.drv.vblz3.аар^ыы^лар^ы
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+ins	сурук^.drv.vblz3.аар^ыы^лар^ынан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	сурук^.drv.vblz3.аар^ыы^лар^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	сурук^.drv.vblz3.аар^ыы^лар^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	сурук^.drv.vblz3.аар^ыы^лар^а
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	сурук^.drv.vblz3.аар^ыы^лар^ыҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	сурук^.drv.vblz3.аар^ыы^лар^ым
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+com	сурук^.drv.vblz3.аар^ыы^лар^дыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+cmpr	сурук^.drv.vblz3.аар^ыы^лар^дааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+part	сурук^.drv.vblz3.аар^ыы^лар^да
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+abl	сурук^.drv.vblz3.аар^ыы^лар^дан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+pl+case+nom+poss+3pl	сурук^.drv.vblz3.аар^ыы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+com	сурук^.drv.vblz3.аар^ыы^лыын
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+ins	сурук^.drv.vblz3.аар^ыы^нан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+acc	сурук^.drv.vblz3.аар^ыы^ны
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+dat	сурук^.drv.vblz3.аар^ыы^га
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+abl	сурук^.drv.vblz3.аар^ыы^ттан
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+cmpr	сурук^.drv.vblz3.аар^ыы^тааҕар
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+part	сурук^.drv.vblz3.аар^ыы^та
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3pl	сурук^.drv.vblz3.аар^ыы^лара
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2pl	сурук^.drv.vblz3.аар^ыы^гыт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1pl	сурук^.drv.vblz3.аар^ыы^быт
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+2sg	сурук^.drv.vblz3.аар^ыы^ҥ
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	сурук^.drv.vblz3.аар^ыы^м
сурук+pos+N+deriv+vblz3+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	сурук^.drv.vblz3.аар^ыы^та
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+1	сурук^.drv.vblz3.аар^бап^пыт
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+1	сурук^.drv.vblz3.аар^бап^пын
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+pl+pers+2	сурук^.drv.vblz3.аар^бак^кыт
сурук+pos+N+deriv+vblz3+pos+V+tense+pres+polarity+neg+num+sg+pers+2	сурук^.drv.vblz3.аар^бак^кын
